;Date;Start (ET);Visitor/Neutral;PTS;Home/Neutral;PTS;BoxScore;OT;Attend.;Notes;Y-M
8603;Sat, Dec 1, 2012;7:30p;Brooklyn Nets;89;Miami Heat;102;Box Score;;19,961;;[2012, 12]
8604;Sat, Dec 1, 2012;8:00p;Philadelphia 76ers;88;Chicago Bulls;93;Box Score;;21,607;;[2012, 12]
8605;Sat, Dec 1, 2012;8:00p;Utah Jazz;116;Houston Rockets;124;Box Score;;14,432;;[2012, 12]
8606;Sat, Dec 1, 2012;8:00p;Oklahoma City Thunder;100;New Orleans Pelicans;79;Box Score;;14,547;;[2012, 12]
8607;Sat, Dec 1, 2012;8:30p;Boston Celtics;88;Milwaukee Bucks;91;Box Score;;16,581;;[2012, 12]
8608;Sat, Dec 1, 2012;8:30p;Memphis Grizzlies;95;San Antonio Spurs;99;Box Score;OT;18,581;;[2012, 12]
8609;Sat, Dec 1, 2012;9:00p;Detroit Pistons;77;Dallas Mavericks;92;Box Score;;20,285;;[2012, 12]
8610;Sat, Dec 1, 2012;10:30p;Indiana Pacers;92;Golden State Warriors;103;Box Score;;18,623;;[2012, 12]
8611;Sat, Dec 1, 2012;10:30p;Sacramento Kings;81;LA Clippers;116;Box Score;;19,06;;[2012, 12]
8612;Sun, Dec 2, 2012;12:00p;Phoenix Suns;99;New York Knicks;106;Box Score;;19,033;;[2012, 12]
8613;Sun, Dec 2, 2012;9:30p;Orlando Magic;113;Los Angeles Lakers;103;Box Score;;18,997;;[2012, 12]
8614;Mon, Dec 3, 2012;7:00p;Portland Trail Blazers;118;Charlotte Hornets;112;Box Score;OT;12,64;;[2012, 12]
8615;Mon, Dec 3, 2012;7:30p;Cleveland Cavaliers;79;Detroit Pistons;89;Box Score;;11,352;;[2012, 12]
8616;Mon, Dec 3, 2012;8:00p;Milwaukee Bucks;81;New Orleans Pelicans;102;Box Score;;12,321;;[2012, 12]
8617;Mon, Dec 3, 2012;9:00p;Toronto Raptors;110;Denver Nuggets;113;Box Score;;15,221;;[2012, 12]
8618;Mon, Dec 3, 2012;9:00p;LA Clippers;105;Utah Jazz;104;Box Score;;19,067;;[2012, 12]
8619;Mon, Dec 3, 2012;10:30p;Orlando Magic;102;Golden State Warriors;94;Box Score;;18,117;;[2012, 12]
8620;Tue, Dec 4, 2012;7:00p;Minnesota Timberwolves;105;Philadelphia 76ers;88;Box Score;;13,986;;[2012, 12]
8621;Tue, Dec 4, 2012;7:00p;Miami Heat;101;Washington Wizards;105;Box Score;;17,761;;[2012, 12]
8622;Tue, Dec 4, 2012;7:30p;Oklahoma City Thunder;117;Brooklyn Nets;111;Box Score;;17,732;;[2012, 12]
8623;Tue, Dec 4, 2012;8:00p;Indiana Pacers;80;Chicago Bulls;76;Box Score;;21,152;;[2012, 12]
8624;Tue, Dec 4, 2012;8:00p;Los Angeles Lakers;105;Houston Rockets;107;Box Score;;18,052;;[2012, 12]
8625;Tue, Dec 4, 2012;8:00p;Phoenix Suns;98;Memphis Grizzlies;108;Box Score;OT;14,481;;[2012, 12]
8626;Wed, Dec 5, 2012;7:00p;New York Knicks;100;Charlotte Hornets;98;Box Score;;18,097;;[2012, 12]
8627;Wed, Dec 5, 2012;7:00p;Portland Trail Blazers;92;Indiana Pacers;99;Box Score;;11,569;;[2012, 12]
8628;Wed, Dec 5, 2012;7:30p;Minnesota Timberwolves;94;Boston Celtics;104;Box Score;;18,624;;[2012, 12]
8629;Wed, Dec 5, 2012;7:30p;Golden State Warriors;104;Detroit Pistons;97;Box Score;;11,128;;[2012, 12]
8630;Wed, Dec 5, 2012;8:00p;Denver Nuggets;104;Atlanta Hawks;108;Box Score;;14,101;;[2012, 12]
8631;Wed, Dec 5, 2012;8:00p;Chicago Bulls;95;Cleveland Cavaliers;85;Box Score;;17,893;;[2012, 12]
8632;Wed, Dec 5, 2012;8:00p;Los Angeles Lakers;103;New Orleans Pelicans;87;Box Score;;18,449;;[2012, 12]
8633;Wed, Dec 5, 2012;8:30p;Milwaukee Bucks;99;San Antonio Spurs;110;Box Score;;18,349;;[2012, 12]
8634;Wed, Dec 5, 2012;9:00p;Orlando Magic;81;Utah Jazz;87;Box Score;;18,078;;[2012, 12]
8635;Wed, Dec 5, 2012;10:00p;Toronto Raptors;100;Sacramento Kings;107;Box Score;;12,476;;[2012, 12]
8636;Wed, Dec 5, 2012;10:30p;Dallas Mavericks;90;LA Clippers;112;Box Score;;19,06;;[2012, 12]
8637;Thu, Dec 6, 2012;8:00p;New York Knicks;112;Miami Heat;92;Box Score;;19,74;;[2012, 12]
8638;Thu, Dec 6, 2012;10:30p;Dallas Mavericks;97;Phoenix Suns;94;Box Score;;17,517;;[2012, 12]
8639;Fri, Dec 7, 2012;7:00p;Denver Nuggets;92;Indiana Pacers;89;Box Score;;15,289;;[2012, 12]
8640;Fri, Dec 7, 2012;7:00p;Boston Celtics;94;Philadelphia 76ers;95;Box Score;OT;17,921;;[2012, 12]
8641;Fri, Dec 7, 2012;7:30p;Washington Wizards;95;Atlanta Hawks;104;Box Score;;13,067;;[2012, 12]
8642;Fri, Dec 7, 2012;7:30p;Golden State Warriors;109;Brooklyn Nets;102;Box Score;;17,732;;[2012, 12]
8643;Fri, Dec 7, 2012;7:30p;Chicago Bulls;108;Detroit Pistons;104;Box Score;;17,142;;[2012, 12]
8644;Fri, Dec 7, 2012;8:00p;Cleveland Cavaliers;73;Minnesota Timberwolves;91;Box Score;;16,623;;[2012, 12]
8645;Fri, Dec 7, 2012;8:00p;Memphis Grizzlies;96;New Orleans Pelicans;89;Box Score;;13,698;;[2012, 12]
8646;Fri, Dec 7, 2012;8:30p;Charlotte Hornets;93;Milwaukee Bucks;108;Box Score;;13,371;;[2012, 12]
8647;Fri, Dec 7, 2012;8:30p;Houston Rockets;92;San Antonio Spurs;114;Box Score;;18,581;;[2012, 12]
8648;Fri, Dec 7, 2012;9:00p;Toronto Raptors;99;Utah Jazz;131;Box Score;;18,069;;[2012, 12]
8649;Fri, Dec 7, 2012;9:30p;Los Angeles Lakers;108;Oklahoma City Thunder;114;Box Score;;18,203;;[2012, 12]
8650;Fri, Dec 7, 2012;10:00p;Orlando Magic;82;Sacramento Kings;91;Box Score;;16,305;;[2012, 12]
8651;Sat, Dec 8, 2012;3:30p;Phoenix Suns;99;LA Clippers;117;Box Score;;19,06;;[2012, 12]
8652;Sat, Dec 8, 2012;7:00p;San Antonio Spurs;132;Charlotte Hornets;102;Box Score;;17,321;;[2012, 12]
8653;Sat, Dec 8, 2012;7:00p;Golden State Warriors;101;Washington Wizards;97;Box Score;;15,176;;[2012, 12]
8654;Sat, Dec 8, 2012;7:30p;Philadelphia 76ers;79;Boston Celtics;92;Box Score;;18,624;;[2012, 12]
8655;Sat, Dec 8, 2012;7:30p;Detroit Pistons;104;Cleveland Cavaliers;97;Box Score;;16,062;;[2012, 12]
8656;Sat, Dec 8, 2012;7:30p;New Orleans Pelicans;90;Miami Heat;106;Box Score;;19,6;;[2012, 12]
8657;Sat, Dec 8, 2012;8:00p;New York Knicks;85;Chicago Bulls;93;Box Score;;21,852;;[2012, 12]
8658;Sat, Dec 8, 2012;8:00p;Dallas Mavericks;116;Houston Rockets;109;Box Score;;15,726;;[2012, 12]
8659;Sat, Dec 8, 2012;8:00p;Atlanta Hawks;93;Memphis Grizzlies;83;Box Score;;17,612;;[2012, 12]
8660;Sat, Dec 8, 2012;10:00p;Sacramento Kings;99;Portland Trail Blazers;80;Box Score;;19,454;;[2012, 12]
8661;Sun, Dec 9, 2012;3:30p;Toronto Raptors;83;LA Clippers;102;Box Score;;19,06;;[2012, 12]
8662;Sun, Dec 9, 2012;6:00p;Milwaukee Bucks;97;Brooklyn Nets;88;Box Score;;16,39;;[2012, 12]
8663;Sun, Dec 9, 2012;7:00p;Indiana Pacers;93;Oklahoma City Thunder;104;Box Score;;18,203;;[2012, 12]
8664;Sun, Dec 9, 2012;7:30p;Denver Nuggets;106;New York Knicks;112;Box Score;;19,033;;[2012, 12]
8665;Sun, Dec 9, 2012;8:00p;Orlando Magic;98;Phoenix Suns;90;Box Score;;13,565;;[2012, 12]
8666;Sun, Dec 9, 2012;9:30p;Utah Jazz;117;Los Angeles Lakers;110;Box Score;;18,997;;[2012, 12]
8667;Mon, Dec 10, 2012;7:00p;Golden State Warriors;104;Charlotte Hornets;96;Box Score;;13,169;;[2012, 12]
8668;Mon, Dec 10, 2012;7:00p;Detroit Pistons;97;Philadelphia 76ers;104;Box Score;;15,225;;[2012, 12]
8669;Mon, Dec 10, 2012;7:30p;Atlanta Hawks;92;Miami Heat;101;Box Score;;19,6;;[2012, 12]
8670;Mon, Dec 10, 2012;8:00p;San Antonio Spurs;134;Houston Rockets;126;Box Score;OT;13,959;;[2012, 12]
8671;Mon, Dec 10, 2012;8:30p;Sacramento Kings;96;Dallas Mavericks;119;Box Score;;19,737;;[2012, 12]
8672;Mon, Dec 10, 2012;10:00p;Toronto Raptors;74;Portland Trail Blazers;92;Box Score;;16,863;;[2012, 12]
8673;Tue, Dec 11, 2012;7:00p;New York Knicks;100;Brooklyn Nets;97;Box Score;;17,732;;[2012, 12]
8674;Tue, Dec 11, 2012;7:00p;Los Angeles Lakers;94;Cleveland Cavaliers;100;Box Score;;19,172;;[2012, 12]
8675;Tue, Dec 11, 2012;7:30p;Denver Nuggets;101;Detroit Pistons;94;Box Score;;10,265;;[2012, 12]
8676;Tue, Dec 11, 2012;8:00p;Washington Wizards;77;New Orleans Pelicans;70;Box Score;;10,076;;[2012, 12]
8677;Tue, Dec 11, 2012;9:30p;LA Clippers;94;Chicago Bulls;89;Box Score;;21,571;;[2012, 12]
8678;Wed, Dec 12, 2012;7:00p;Cleveland Cavaliers;81;Indiana Pacers;96;Box Score;;11,595;;[2012, 12]
8679;Wed, Dec 12, 2012;7:00p;Atlanta Hawks;86;Orlando Magic;80;Box Score;;16,992;;[2012, 12]
8680;Wed, Dec 12, 2012;7:00p;Brooklyn Nets;94;Toronto Raptors;88;Box Score;;18,847;;[2012, 12]
8681;Wed, Dec 12, 2012;7:30p;LA Clippers;100;Charlotte Hornets;94;Box Score;;16,786;;[2012, 12]
8682;Wed, Dec 12, 2012;7:30p;Golden State Warriors;97;Miami Heat;95;Box Score;;19,6;;[2012, 12]
8683;Wed, Dec 12, 2012;7:30p;Chicago Bulls;96;Philadelphia 76ers;89;Box Score;;15,738;;[2012, 12]
8684;Wed, Dec 12, 2012;8:00p;Dallas Mavericks;115;Boston Celtics;117;Box Score;2OT;18,624;;[2012, 12]
8685;Wed, Dec 12, 2012;8:00p;Washington Wizards;93;Houston Rockets;99;Box Score;;13,351;;[2012, 12]
8686;Wed, Dec 12, 2012;8:00p;Sacramento Kings;85;Milwaukee Bucks;98;Box Score;;11,491;;[2012, 12]
8687;Wed, Dec 12, 2012;8:00p;Denver Nuggets;105;Minnesota Timberwolves;108;Box Score;;16,444;;[2012, 12]
8688;Wed, Dec 12, 2012;8:00p;New Orleans Pelicans;88;Oklahoma City Thunder;92;Box Score;;18,203;;[2012, 12]
8689;Wed, Dec 12, 2012;9:00p;Memphis Grizzlies;80;Phoenix Suns;82;Box Score;;13,093;;[2012, 12]
8690;Wed, Dec 12, 2012;10:30p;San Antonio Spurs;96;Utah Jazz;99;Box Score;;18,71;;[2012, 12]
8691;Thu, Dec 13, 2012;7:30p;Charlotte Hornets;90;Atlanta Hawks;113;Box Score;;13,09;;[2012, 12]
8692;Thu, Dec 13, 2012;8:00p;Los Angeles Lakers;107;New York Knicks;116;Box Score;;19,033;;[2012, 12]
8693;Thu, Dec 13, 2012;10:30p;San Antonio Spurs;90;Portland Trail Blazers;98;Box Score;;19,118;;[2012, 12]
8694;Fri, Dec 14, 2012;7:00p;Philadelphia 76ers;85;Indiana Pacers;95;Box Score;;13,538;;[2012, 12]
8695;Fri, Dec 14, 2012;7:00p;Golden State Warriors;85;Orlando Magic;99;Box Score;;17,04;;[2012, 12]
8696;Fri, Dec 14, 2012;7:00p;Dallas Mavericks;74;Toronto Raptors;95;Box Score;;19,132;;[2012, 12]
8697;Fri, Dec 14, 2012;7:00p;Los Angeles Lakers;102;Washington Wizards;96;Box Score;;20,308;;[2012, 12]
8698;Fri, Dec 14, 2012;7:30p;Detroit Pistons;105;Brooklyn Nets;107;Box Score;2OT;15,797;;[2012, 12]
8699;Fri, Dec 14, 2012;7:30p;Milwaukee Bucks;90;Cleveland Cavaliers;86;Box Score;;14,146;;[2012, 12]
8700;Fri, Dec 14, 2012;8:00p;Boston Celtics;89;Houston Rockets;101;Box Score;;15,679;;[2012, 12]
8701;Fri, Dec 14, 2012;8:00p;Minnesota Timberwolves;113;New Orleans Pelicans;102;Box Score;;14,671;;[2012, 12]
8702;Fri, Dec 14, 2012;8:00p;Sacramento Kings;103;Oklahoma City Thunder;113;Box Score;;18,203;;[2012, 12]
8703;Fri, Dec 14, 2012;9:00p;Utah Jazz;84;Phoenix Suns;99;Box Score;;14,182;;[2012, 12]
8704;Fri, Dec 14, 2012;10:30p;Memphis Grizzlies;94;Denver Nuggets;99;Box Score;;16,367;;[2012, 12]
8705;Sat, Dec 15, 2012;7:00p;Golden State Warriors;115;Atlanta Hawks;93;Box Score;;15,145;;[2012, 12]
8706;Sat, Dec 15, 2012;7:30p;Orlando Magic;107;Charlotte Hornets;98;Box Score;;16,217;;[2012, 12]
8707;Sat, Dec 15, 2012;7:30p;Indiana Pacers;88;Detroit Pistons;77;Box Score;;13,235;;[2012, 12]
8708;Sat, Dec 15, 2012;7:30p;Washington Wizards;72;Miami Heat;102;Box Score;;19,724;;[2012, 12]
8709;Sat, Dec 15, 2012;7:30p;Cleveland Cavaliers;102;New York Knicks;103;Box Score;;19,033;;[2012, 12]
8710;Sat, Dec 15, 2012;8:00p;Brooklyn Nets;82;Chicago Bulls;83;Box Score;;21,866;;[2012, 12]
8711;Sat, Dec 15, 2012;8:00p;Dallas Mavericks;106;Minnesota Timberwolves;114;Box Score;OT;18,173;;[2012, 12]
8712;Sat, Dec 15, 2012;8:30p;LA Clippers;111;Milwaukee Bucks;85;Box Score;;13,691;;[2012, 12]
8713;Sat, Dec 15, 2012;8:30p;Boston Celtics;88;San Antonio Spurs;103;Box Score;;18,759;;[2012, 12]
8714;Sat, Dec 15, 2012;9:00p;Memphis Grizzlies;99;Utah Jazz;86;Box Score;;18,183;;[2012, 12]
8715;Sun, Dec 16, 2012;1:00p;Houston Rockets;96;Toronto Raptors;103;Box Score;;17,863;;[2012, 12]
8716;Sun, Dec 16, 2012;6:00p;Los Angeles Lakers;111;Philadelphia 76ers;98;Box Score;;20,338;;[2012, 12]
8717;Sun, Dec 16, 2012;6:00p;Denver Nuggets;122;Sacramento Kings;97;Box Score;;13,327;;[2012, 12]
8718;Sun, Dec 16, 2012;9:00p;New Orleans Pelicans;94;Portland Trail Blazers;95;Box Score;;18,772;;[2012, 12]
8719;Mon, Dec 17, 2012;7:00p;Minnesota Timberwolves;93;Orlando Magic;102;Box Score;;16,992;;[2012, 12]
8720;Mon, Dec 17, 2012;7:30p;LA Clippers;88;Detroit Pistons;76;Box Score;;13,56;;[2012, 12]
8721;Mon, Dec 17, 2012;7:30p;Houston Rockets;109;New York Knicks;96;Box Score;;19,033;;[2012, 12]
8722;Mon, Dec 17, 2012;8:00p;Chicago Bulls;71;Memphis Grizzlies;80;Box Score;;17,305;;[2012, 12]
8723;Mon, Dec 17, 2012;8:00p;San Antonio Spurs;93;Oklahoma City Thunder;107;Box Score;;18,203;;[2012, 12]
8724;Mon, Dec 17, 2012;9:00p;Sacramento Kings;90;Phoenix Suns;101;Box Score;;13,068;;[2012, 12]
8725;Tue, Dec 18, 2012;7:00p;Toronto Raptors;113;Cleveland Cavaliers;99;Box Score;;13,233;;[2012, 12]
8726;Tue, Dec 18, 2012;7:00p;Atlanta Hawks;100;Washington Wizards;95;Box Score;OT;15,123;;[2012, 12]
8727;Tue, Dec 18, 2012;7:30p;Utah Jazz;92;Brooklyn Nets;90;Box Score;;15,835;;[2012, 12]
8728;Tue, Dec 18, 2012;7:30p;Minnesota Timberwolves;92;Miami Heat;103;Box Score;;19,862;;[2012, 12]
8729;Tue, Dec 18, 2012;8:00p;Boston Celtics;89;Chicago Bulls;100;Box Score;;21,825;;[2012, 12]
8730;Tue, Dec 18, 2012;8:00p;Indiana Pacers;93;Milwaukee Bucks;98;Box Score;;11,739;;[2012, 12]
8731;Tue, Dec 18, 2012;8:30p;Philadelphia 76ers;100;Dallas Mavericks;107;Box Score;;20,162;;[2012, 12]
8732;Tue, Dec 18, 2012;9:00p;San Antonio Spurs;106;Denver Nuggets;112;Box Score;;17,092;;[2012, 12]
8733;Tue, Dec 18, 2012;10:30p;New Orleans Pelicans;96;Golden State Warriors;103;Box Score;;19,596;;[2012, 12]
8734;Tue, Dec 18, 2012;10:30p;Charlotte Hornets;100;Los Angeles Lakers;101;Box Score;;18,997;;[2012, 12]
8735;Wed, Dec 19, 2012;7:00p;Utah Jazz;84;Indiana Pacers;104;Box Score;;13,559;;[2012, 12]
8736;Wed, Dec 19, 2012;7:00p;Brooklyn Nets;86;New York Knicks;100;Box Score;;19,033;;[2012, 12]
8737;Wed, Dec 19, 2012;7:00p;Washington Wizards;83;Orlando Magic;90;Box Score;;16,893;;[2012, 12]
8738;Wed, Dec 19, 2012;7:00p;Detroit Pistons;91;Toronto Raptors;97;Box Score;;17,062;;[2012, 12]
8739;Wed, Dec 19, 2012;7:30p;Oklahoma City Thunder;100;Atlanta Hawks;92;Box Score;;16,284;;[2012, 12]
8740;Wed, Dec 19, 2012;7:30p;Cleveland Cavaliers;91;Boston Celtics;103;Box Score;;18,624;;[2012, 12]
8741;Wed, Dec 19, 2012;8:00p;Philadelphia 76ers;103;Houston Rockets;125;Box Score;;15,266;;[2012, 12]
8742;Wed, Dec 19, 2012;9:00p;Charlotte Hornets;104;Phoenix Suns;121;Box Score;;13,308;;[2012, 12]
8743;Wed, Dec 19, 2012;9:30p;Milwaukee Bucks;80;Memphis Grizzlies;90;Box Score;;16,007;;[2012, 12]
8744;Wed, Dec 19, 2012;10:00p;Golden State Warriors;127;Sacramento Kings;131;Box Score;;12,885;;[2012, 12]
8745;Wed, Dec 19, 2012;10:30p;New Orleans Pelicans;77;LA Clippers;93;Box Score;;19,188;;[2012, 12]
8746;Thu, Dec 20, 2012;7:00p;Oklahoma City Thunder;93;Minnesota Timberwolves;99;Box Score;;17,114;;[2012, 12]
8747;Thu, Dec 20, 2012;9:30p;Miami Heat;110;Dallas Mavericks;95;Box Score;;20,16;;[2012, 12]
8748;Thu, Dec 20, 2012;10:00p;Denver Nuggets;93;Portland Trail Blazers;101;Box Score;;19,982;;[2012, 12]
8749;Fri, Dec 21, 2012;7:00p;Atlanta Hawks;80;Philadelphia 76ers;99;Box Score;;18,061;;[2012, 12]
8750;Fri, Dec 21, 2012;7:00p;Orlando Magic;90;Toronto Raptors;93;Box Score;;18,391;;[2012, 12]
8751;Fri, Dec 21, 2012;7:30p;Milwaukee Bucks;99;Boston Celtics;94;Box Score;OT;18,624;;[2012, 12]
8752;Fri, Dec 21, 2012;7:30p;Indiana Pacers;99;Cleveland Cavaliers;89;Box Score;;14,105;;[2012, 12]
8753;Fri, Dec 21, 2012;7:30p;Washington Wizards;68;Detroit Pistons;100;Box Score;;13,489;;[2012, 12]
8754;Fri, Dec 21, 2012;7:30p;Chicago Bulls;110;New York Knicks;106;Box Score;;19,033;;[2012, 12]
8755;Fri, Dec 21, 2012;8:00p;Dallas Mavericks;82;Memphis Grizzlies;92;Box Score;;17,677;;[2012, 12]
8756;Fri, Dec 21, 2012;8:30p;New Orleans Pelicans;94;San Antonio Spurs;99;Box Score;;17,943;;[2012, 12]
8757;Fri, Dec 21, 2012;10:30p;Charlotte Hornets;100;Golden State Warriors;115;Box Score;;19,596;;[2012, 12]
8758;Fri, Dec 21, 2012;10:30p;Sacramento Kings;85;LA Clippers;97;Box Score;;19,06;;[2012, 12]
8759;Sat, Dec 22, 2012;7:00p;Chicago Bulls;75;Atlanta Hawks;92;Box Score;;17,782;;[2012, 12]
8760;Sat, Dec 22, 2012;7:00p;Detroit Pistons;96;Washington Wizards;87;Box Score;;13,104;;[2012, 12]
8761;Sat, Dec 22, 2012;7:30p;Utah Jazz;89;Miami Heat;105;Box Score;;20,087;;[2012, 12]
8762;Sat, Dec 22, 2012;8:00p;Memphis Grizzlies;96;Houston Rockets;121;Box Score;;18,029;;[2012, 12]
8763;Sat, Dec 22, 2012;8:00p;Indiana Pacers;81;New Orleans Pelicans;75;Box Score;;15,042;;[2012, 12]
8764;Sat, Dec 22, 2012;8:30p;Cleveland Cavaliers;94;Milwaukee Bucks;82;Box Score;;14,176;;[2012, 12]
8765;Sat, Dec 22, 2012;9:00p;Charlotte Hornets;88;Denver Nuggets;110;Box Score;;17,555;;[2012, 12]
8766;Sat, Dec 22, 2012;10:00p;Phoenix Suns;93;Portland Trail Blazers;96;Box Score;;19,746;;[2012, 12]
8767;Sat, Dec 22, 2012;10:30p;Los Angeles Lakers;118;Golden State Warriors;115;Box Score;OT;19,596;;[2012, 12]
8768;Sun, Dec 23, 2012;3:00p;Philadelphia 76ers;92;Brooklyn Nets;95;Box Score;;17,732;;[2012, 12]
8769;Sun, Dec 23, 2012;5:00p;Minnesota Timberwolves;91;New York Knicks;94;Box Score;;19,033;;[2012, 12]
8770;Sun, Dec 23, 2012;6:00p;Utah Jazz;97;Orlando Magic;93;Box Score;;17,721;;[2012, 12]
8771;Sun, Dec 23, 2012;7:00p;Dallas Mavericks;91;San Antonio Spurs;129;Box Score;;18,581;;[2012, 12]
8772;Sun, Dec 23, 2012;8:00p;LA Clippers;103;Phoenix Suns;77;Box Score;;14,741;;[2012, 12]
8773;Sun, Dec 23, 2012;9:00p;Portland Trail Blazers;96;Sacramento Kings;108;Box Score;;13,244;;[2012, 12]
8774;Tue, Dec 25, 2012;12:00p;Boston Celtics;93;Brooklyn Nets;76;Box Score;;17,732;;[2012, 12]
8775;Tue, Dec 25, 2012;3:00p;New York Knicks;94;Los Angeles Lakers;100;Box Score;;18,997;;[2012, 12]
8776;Tue, Dec 25, 2012;5:30p;Oklahoma City Thunder;97;Miami Heat;103;Box Score;;20,3;;[2012, 12]
8777;Tue, Dec 25, 2012;8:00p;Houston Rockets;120;Chicago Bulls;97;Box Score;;22,31;;[2012, 12]
8778;Tue, Dec 25, 2012;10:30p;Denver Nuggets;100;LA Clippers;112;Box Score;;19,346;;[2012, 12]
8779;Wed, Dec 26, 2012;7:00p;Miami Heat;105;Charlotte Hornets;92;Box Score;;19,602;;[2012, 12]
8780;Wed, Dec 26, 2012;7:00p;New Orleans Pelicans;97;Orlando Magic;94;Box Score;;18,846;;[2012, 12]
8781;Wed, Dec 26, 2012;7:00p;Cleveland Cavaliers;87;Washington Wizards;84;Box Score;;13,846;;[2012, 12]
8782;Wed, Dec 26, 2012;7:30p;Detroit Pistons;119;Atlanta Hawks;126;Box Score;2OT;15,182;;[2012, 12]
8783;Wed, Dec 26, 2012;8:00p;Philadelphia 76ers;99;Memphis Grizzlies;89;Box Score;;16,055;;[2012, 12]
8784;Wed, Dec 26, 2012;8:00p;Brooklyn Nets;93;Milwaukee Bucks;108;Box Score;;13,102;;[2012, 12]
8785;Wed, Dec 26, 2012;8:00p;Houston Rockets;87;Minnesota Timberwolves;84;Box Score;;20,34;;[2012, 12]
8786;Wed, Dec 26, 2012;8:30p;Toronto Raptors;80;San Antonio Spurs;100;Box Score;;18,581;;[2012, 12]
8787;Wed, Dec 26, 2012;9:00p;Los Angeles Lakers;114;Denver Nuggets;126;Box Score;;19,155;;[2012, 12]
8788;Wed, Dec 26, 2012;9:00p;New York Knicks;99;Phoenix Suns;97;Box Score;;15,153;;[2012, 12]
8789;Wed, Dec 26, 2012;9:00p;Golden State Warriors;94;Utah Jazz;83;Box Score;;19,404;;[2012, 12]
8790;Wed, Dec 26, 2012;10:00p;Sacramento Kings;91;Portland Trail Blazers;109;Box Score;;20,545;;[2012, 12]
8791;Thu, Dec 27, 2012;8:00p;Dallas Mavericks;105;Oklahoma City Thunder;111;Box Score;OT;18,203;;[2012, 12]
8792;Thu, Dec 27, 2012;10:30p;Boston Celtics;77;LA Clippers;106;Box Score;;19,552;;[2012, 12]
8793;Fri, Dec 28, 2012;7:00p;Phoenix Suns;91;Indiana Pacers;97;Box Score;;15,288;;[2012, 12]
8794;Fri, Dec 28, 2012;7:00p;Orlando Magic;97;Washington Wizards;105;Box Score;;15,789;;[2012, 12]
8795;Fri, Dec 28, 2012;7:30p;Charlotte Hornets;81;Brooklyn Nets;97;Box Score;;17,732;;[2012, 12]
8796;Fri, Dec 28, 2012;7:30p;Atlanta Hawks;102;Cleveland Cavaliers;94;Box Score;;19,443;;[2012, 12]
8797;Fri, Dec 28, 2012;7:30p;Miami Heat;99;Detroit Pistons;109;Box Score;;22,076;;[2012, 12]
8798;Fri, Dec 28, 2012;8:00p;Toronto Raptors;104;New Orleans Pelicans;97;Box Score;OT;13,968;;[2012, 12]
8799;Fri, Dec 28, 2012;8:30p;Denver Nuggets;106;Dallas Mavericks;85;Box Score;;20,439;;[2012, 12]
8800;Fri, Dec 28, 2012;8:30p;Houston Rockets;116;San Antonio Spurs;122;Box Score;;18,581;;[2012, 12]
8801;Fri, Dec 28, 2012;9:00p;LA Clippers;116;Utah Jazz;114;Box Score;;19,911;;[2012, 12]
8802;Fri, Dec 28, 2012;10:00p;New York Knicks;105;Sacramento Kings;106;Box Score;;16,407;;[2012, 12]
8803;Fri, Dec 28, 2012;10:30p;Philadelphia 76ers;89;Golden State Warriors;96;Box Score;;19,596;;[2012, 12]
8804;Fri, Dec 28, 2012;10:30p;Portland Trail Blazers;87;Los Angeles Lakers;104;Box Score;;18,997;;[2012, 12]
8805;Sat, Dec 29, 2012;7:00p;Indiana Pacers;100;Atlanta Hawks;109;Box Score;;16,558;;[2012, 12]
8806;Sat, Dec 29, 2012;7:00p;New Orleans Pelicans;98;Charlotte Hornets;95;Box Score;;18,11;;[2012, 12]
8807;Sat, Dec 29, 2012;7:00p;Toronto Raptors;123;Orlando Magic;88;Box Score;;18,846;;[2012, 12]
8808;Sat, Dec 29, 2012;7:30p;Cleveland Cavaliers;100;Brooklyn Nets;103;Box Score;;17,732;;[2012, 12]
8809;Sat, Dec 29, 2012;8:00p;Washington Wizards;77;Chicago Bulls;87;Box Score;;22,447;;[2012, 12]
8810;Sat, Dec 29, 2012;8:00p;Oklahoma City Thunder;124;Houston Rockets;94;Box Score;;18,46;;[2012, 12]
8811;Sat, Dec 29, 2012;8:00p;Denver Nuggets;72;Memphis Grizzlies;81;Box Score;;17,707;;[2012, 12]
8812;Sat, Dec 29, 2012;8:00p;Phoenix Suns;107;Minnesota Timberwolves;111;Box Score;;19,356;;[2012, 12]
8813;Sat, Dec 29, 2012;8:30p;Miami Heat;85;Milwaukee Bucks;104;Box Score;;18,717;;[2012, 12]
8814;Sat, Dec 29, 2012;10:00p;Philadelphia 76ers;85;Portland Trail Blazers;89;Box Score;;20,569;;[2012, 12]
8815;Sat, Dec 29, 2012;10:30p;Boston Celtics;83;Golden State Warriors;101;Box Score;;19,596;;[2012, 12]
8816;Sun, Dec 30, 2012;7:30p;San Antonio Spurs;111;Dallas Mavericks;86;Box Score;;19,928;;[2012, 12]
8817;Sun, Dec 30, 2012;7:30p;Milwaukee Bucks;94;Detroit Pistons;96;Box Score;;14,219;;[2012, 12]
8818;Sun, Dec 30, 2012;9:00p;Boston Celtics;96;Sacramento Kings;118;Box Score;;15,305;;[2012, 12]
8819;Sun, Dec 30, 2012;9:30p;Utah Jazz;96;LA Clippers;107;Box Score;;19,111;;[2012, 12]
